level,word,pinyin,english
7-9,励志,lìzhì,to pursue a goal with determination; inspirational; motivational
7-9,立足,lìzú,to stand; to have a footing; to be established; to base oneself on
7-9,连贯,liánguàn,link up; piece together; hang together
7-9,联欢,liánhuān,joint celebration
7-9,廉价,liánjià,cheaply-priced; low-cost
7-9,联络,liánluò,to get in touch with; to contact; to stay in contact (with); liaison; (math.) connection
7-9,联盟,liánméng,alliance; union; coalition
7-9,连绵,liánmián,"continuous; unbroken; uninterrupted; extending forever into the distance (of mountain range, river etc)"
7-9,连年,liánnián,successive years; over many years
7-9,连任,liánrèn,to continue in (a political) office; to serve for another term of office
7-9,联赛,liánsài,(sports) league; league tournament
7-9,联手,liánshǒu,lit. to join hands; to act together
7-9,连锁,liánsuǒ,to interlock; to be linked; chain (store etc)
7-9,连同,liántóng,together with; along with
7-9,怜惜,liánxī,to take pity on; to feel tenderness toward
7-9,廉正,liánzhèng,upright and honest; integrity
7-9,帘子,liánzi,curtain
7-9,莲子,liánzǐ,lotus seed
7-9,脸颊,liǎnjiá,cheek
7-9,炼,liàn,"to refine; to smelt; variant of 链, chain; variant of 炼"
7-9,良,liáng,good; very; very much
7-9,良心,liángxīn,conscience
7-9,良性,liángxìng,positive (in its effect); leading to good consequences; virtuous; (medicine) benign (tumor etc)
7-9,两口子,liǎngkǒuzi,husband and wife
7-9,两栖,liǎngqī,amphibious; dual-talented; able to work in two different lines
7-9,两手,liǎngshǒu,"one's two hands; two prongs (of a strategy); both aspects, eventualities etc; skills; expertise"
7-9,两下子,liǎngxiàzi,flair
7-9,两翼,liǎngyì,"wings; (fig.) two wings, i.e. both sides (in a debate etc)"
7-9,亮点,liàngdiǎn,highlight; bright spot
7-9,量化,liànghuà,quantitative
7-9,谅解,liàngjiě,to understand; to make allowances for; understanding
7-9,亮丽,liànglì,bright and beautiful
7-9,亮相,liàngxiàng,to make one's debut; to appear
7-9,潦草,liáocǎo,slipshod; careless; slovenly; (of handwriting) scrawly; illegible
7-9,辽阔,liáokuò,vast; extensive
7-9,疗效,liáoxiào,healing efficacy; healing effect
7-9,疗养,liáoyǎng,to recuperate
7-9,了结,liǎojié,to settle; to finish; to conclude; to wind up
7-9,裂,liè,to split; to crack; to break open; to rend
7-9,裂缝,lièfèng,crack; crevice
7-9,裂痕,lièhén,crack; gap; split
7-9,列举,lièjǔ,a list; to list; to enumerate
7-9,猎人,lièrén,hunter
7-9,烈日,lièrì,scorching sun
7-9,劣势,lièshì,inferior; disadvantaged
7-9,烈士,lièshì,martyr
7-9,猎物,lièwù,prey
7-9,劣质,lièzhì,shoddy; of poor quality
7-9,临,lín,to face; to overlook; to arrive; to be (just) about to; just before
7-9,临床,línchuáng,clinical
7-9,临街,línjiē,facing the street
7-9,临近,línjìn,close to; approaching
7-9,吝啬,lìnsè,stingy; mean; miserly
7-9,灵,líng,quick; alert; efficacious; effective; to come true; spirit; departed soul; coffin
7-9,灵感,línggǎn,inspiration; insight; a burst of creativity in scientific or artistic endeavor
7-9,零件,língjiàn,part; component
7-9,灵敏,língmǐn,smart; clever; sensitive; keen; quick; sharp
7-9,灵巧,língqiǎo,deft; nimble; ingenious
7-9,零售,língshòu,to retail; to sell individually or in small quantities
7-9,零碎,língsuì,fragmentary; random; bits and pieces; sporadic
7-9,聆听,língtīng,to listen attentively
7-9,灵通,língtōng,fast and abundant (news); clever; effective
7-9,零星,língxīng,fragmentary; random; bits and pieces; sporadic
7-9,领队,lǐngduì,to lead a group; leader of a group; captain (of sports squad)
7-9,领会,lǐnghuì,to understand; to comprehend; to grasp
7-9,领军,lǐngjūn,to lead; commander; leader
7-9,领事馆,lǐngshìguǎn,consulate
7-9,领土,lǐngtǔ,territory
7-9,领悟,lǐngwù,to understand; to comprehend
7-9,领袖,lǐngxiù,leader
7-9,领养,lǐngyǎng,to adopt (a child); adoption
7-9,流畅,liúchàng,"flowing (of speech, writing); fluent; smooth and easy"
7-9,流浪,liúlàng,to drift about; to wander; to roam; nomadic; homeless; unsettled (e.g. population); vagrant
7-9,留恋,liúliàn,reluctant to leave; to hate to have to go; to recall fondly
7-9,流露,liúlù,"to reveal (indirectly, implicitly); to show (interest, contempt etc) by means of one's actions, tone of voice etc"
7-9,流氓,liúmáng,rogue; hoodlum; gangster; immoral behavior
7-9,留念,liúniàn,to keep as a souvenir; to recall fondly
7-9,流派,liúpài,a sect; a school
7-9,留神,liúshén,to take care; to be careful
7-9,流逝,liúshì,to flow away; to pass (of time)
7-9,流失,liúshī,"(of soil etc) to wash away; to be eroded; (fig.) (of talented staff, followers of a religious faith, investment funds etc) to go elsewhere; to fail to be retained"
7-9,流淌,liútǎng,to flow
7-9,流向,liúxiàng,direction of a current; direction of flow; to flow toward
7-9,留心,liúxīn,to be careful
7-9,流血,liúxuè,to bleed; to shed blood
7-9,留意,liúyì,to be mindful; to pay attention to; to take note of
7-9,流域,liúyù,river basin; valley; drainage area
7-9,流转,liúzhuǎn,to be on the move; to roam or wander; to circulate (of goods or capital)
7-9,遛,liù,to stroll; to walk (an animal)
7-9,聋,lóng,deaf
7-9,龙头,lóngtóu,tap; faucet
7-9,隆重,lóngzhòng,grand; prosperous; ceremonious; solemn
7-9,笼子,lóngzi,cage; basket; container
7-9,垄断,lǒngduàn,to monopolize
7-9,笼统,lǒngtǒng,general; broad; sweeping; lacking in detail; vague
7-9,笼罩,lǒngzhào,to envelop; to shroud
7-9,搂,lǒu,to hug; to embrace; to hold in one's arms
7-9,露面,lòumiàn,to show one's face; to appear (in public)
7-9,炉子,lúzi,stove; oven; furnace
7-9,鲁莽,lǔmǎng,reckless; rash; impulsive
7-9,卤味,lǔwèi,food prepared by stewing in soy sauce and spices; variant of 卤味
7-9,露,lù,surname Lu; dew; syrup; nectar; outdoors (not under cover); to show; to reveal; to betray; to expose
7-9,路段,lùduàn,stretch of road; section of a highway or railway
7-9,路径,lùjìng,path; way; route
7-9,陆军,lùjūn,army; ground forces
7-9,露天,lùtiān,outdoors; al fresco; in the open
7-9,路子,lùzi,method; way; approach
7-9,屡,lǚ,time and again; repeatedly; frequently
7-9,缕,lǚ,"strand; thread; detailed; in detail; classifier for wisps (of smoke, mist or vapor), strands, locks (of hair)"
7-9,屡次,lǚcì,repeatedly; time and again
7-9,屡屡,lǚlǚ,repeatedly
7-9,绿地,lǜdì,green area (e.g. urban park or garden)
7-9,绿洲,lǜzhōu,oasis
7-9,孪生,luánshēng,(adj.) twin
7-9,卵,luǎn,egg; ovum; spawn; (coll.) testicles; (old) penis; (expletive) fucking
7-9,乱七八糟,luànqībāzāo,(idiom) chaotic; in disorder; muddled
7-9,抡,lūn,to wield; to swing
7-9,轮换,lúnhuàn,to rotate; to take turns
7-9,轮廓,lúnkuò,an outline; silhouette
7-9,伦理,lúnlǐ,ethics
7-9,轮胎,lúntāi,tire; pneumatic tire
7-9,论证,lùnzhèng,to prove a point; to expound on; to demonstrate or prove (through argument); proof
7-9,啰唆,luōsuo,variant of 啰嗦
7-9,萝卜,luóbo,"radish (Raphanus sativus), esp. white radish 白萝卜"
7-9,螺丝,luósī,screw
7-9,裸,luǒ,variant of 裸; naked
7-9,裸露,luǒlù,naked; bare; uncovered; exposed
7-9,裸体,luǒtǐ,naked body; nude
7-9,落差,luòchā,"drop in elevation; (fig.) gap (in wages, expectations etc); disparity"
7-9,落成,luòchéng,to complete a construction project
7-9,落户,luòhù,to settle; to set up home
7-9,落实,luòshí,practical; workable; to implement; to carry out; to decide
7-9,麻,má,"variant of 麻; hemp; surname Ma; generic name for hemp, flax etc; hemp or flax fiber for textile materials; sesame; (of materials) rough or coarse; pocked; pitted; to have pins and needles or tingling; to feel numb"
7-9,麻痹,mábì,paralysis; palsy; numbness; to benumb; (fig.) to lull; negligent; apathetic
7-9,麻将,májiàng,mahjong
7-9,麻辣,málà,hot and numbing
7-9,麻木,mámù,numb
7-9,麻醉,mázuì,anesthesia; to anesthetize; (fig.) to corrupt (sb's mind); to enervate; to numb the mind (to escape from harsh reality)
7-9,马后炮,mǎhòupào,lit. firing after the horse; fig. belated action; giving advice in hindsight
7-9,马力,mǎlì,horsepower
7-9,马桶,mǎtǒng,chamber pot; wooden pan used as toilet; toilet bowl
7-9,埋藏,máicáng,to bury; to hide by burying; hidden
7-9,埋伏,máifú,to ambush; to lie in wait for; to lie low; ambush
7-9,埋没,máimò,to engulf; to bury; to overlook; to stifle; to neglect; to fall into oblivion
7-9,埋葬,máizàng,to bury
7-9,脉搏,màibó,pulse (both medical and figurative)
7-9,脉络,màiluò,"arteries and veins; network of blood vessels; vascular system (of a plant or animal); (fig.) fabric (i.e. underlying structure, as in ""social fabric""); overall context"
7-9,埋怨,mányuàn,to complain; to grumble (about); to reproach; to blame
7-9,满怀,mǎnhuái,to have one's heart filled with; (to collide) full on; (of farm animals) heavy with young
7-9,漫,màn,to overflow; to be submerged; uninhibited; unrestrained; to indulge; to be neglectful of;漫; boundless; vast and obscure
7-9,慢性,mànxìng,slow and patient; chronic (disease); slow to take effect (e.g. a slow poison)
7-9,蔓延,mànyán,to extend; to spread
7-9,漫游,mànyóu,to travel around; to roam; (mobile telephony) roaming
7-9,忙活,mánghuo,to be really busy; pressing business
7-9,茫茫,mángmáng,boundless; vast and obscure
7-9,盲目,mángmù,blind; blindly; ignorant; lacking understanding
7-9,茫然,mángrán,blankly; vacantly; at a loss
7-9,矛头,máotóu,spearhead; barb; an attack or criticism
7-9,冒充,màochōng,to feign; to pretend to be; to pass oneself off as
7-9,冒犯,màofàn,to offend
7-9,冒昧,màomèi,bold; presumptuous; to take the liberty of
7-9,茂密,màomì,dense (of plant growth); lush
7-9,茂盛,màoshèng,lush
7-9,枚,méi,"surname Mei; classifier for coins, rings, badges, pearls, sporting medals, rockets, satellites etc; tree trunk; whip; wooden peg, used as a gag for marching soldiers (old)"
7-9,媒介,méijiè,intermediary; vehicle; vector; medium; media
7-9,没劲,méijìn,no strength; not interesting; boring
7-9,煤炭,méitàn,coal
7-9,没辙,méizhé,at one's wit's end; unable to find a way out
7-9,没准儿,méizhǔnr, not sure; uncertain
7-9,美德,měidé,USA and Germany; virtue
7-9,美妙,měimiào,beautiful; wonderful; splendid
7-9,美容,měiróng,to improve one's appearance (using cosmetics or cosmetic surgery); to make oneself more attractive; to beautify
7-9,美学,měixué,aesthetics
7-9,美誉,měiyù,reputation; good name
7-9,美滋滋,měizīzī,very happy; elated
7-9,闷,mēn,stuffy; shut indoors; to smother; to cover tightly
7-9,闷热,mēnrè,sultry
7-9,门槛,ménkǎn,doorstep; sill; threshold; fig. knack or trick (esp. scheme to get sth cheaper)
7-9,门路,ménlu,way of doing sth; the right social connection
7-9,蒙,mēng,to deceive; to cheat; to hoodwink; to make a wild guess; (knocked) unconscious; dazed; stunned
7-9,蒙,méng,drizzle; mist; blind; dim-sighted; surname Meng; to cover; ignorant; to suffer (misfortune); to receive (a favor); to cheat
7-9,萌发,méngfā,to sprout (lit. or fig.); to bud; to germinate; germ; seed; bud
7-9,朦胧,ménglóng,(literary) (of moonlight) dim; (literary) murky; indistinct
7-9,萌芽,méngyá,to sprout (lit. or fig.); to bud; to germinate; germ; seed; bud
7-9,盟友,méngyǒu,ally
7-9,猛,měng,ferocious; fierce; violent; brave; suddenly; abrupt; (slang) awesome
7-9,猛然,měngrán,suddenly; abruptly
7-9,梦幻,mènghuàn,dream; illusion; reverie
7-9,梦寐以求,mèngmèiyǐqiú,to yearn for day and night; to long for in one's dreams
7-9,眯,mī,to narrow one's eyes; to squint; (dialect) to take a nap
7-9,谜,mí,riddle
7-9,谜底,mídǐ,answer to a riddle
7-9,迷惑,míhuò,to puzzle; to confuse; to baffle
7-9,迷恋,míliàn,to be infatuated with; to be enchanted by; to be passionate about
7-9,弥漫,mímàn,"to pervade; to fill the air; diffuse; everywhere present; about to inundate (water); permeated by (smoke); filled with (dust); to saturate (the air with fog, smoke etc); variant of 弥漫"
7-9,迷失,míshī,to lose (one's bearings); to get lost
7-9,谜团,mítuán,riddle; enigma; unpredictable situation; elusive matters
7-9,迷信,míxìn,superstition
7-9,谜语,míyǔ,riddle; conundrum
7-9,秘方,mìfāng,secret recipe
7-9,密封,mìfēng,to seal up
7-9,秘诀,mìjué,secret know-how; key (to longevity); secret (of happiness); recipe (for success)
7-9,蜜月,mìyuè,honey month
7-9,棉花,miánhuā,cotton
7-9,免得,miǎnde,so as not to; so as to avoid
7-9,缅怀,miǎnhuái,to commemorate; to recall fondly; to think of the past
7-9,勉励,miǎnlì,to encourage
7-9,腼腆,miǎntiǎn,shyness
7-9,免职,miǎnzhí,to relieve sb of his post; to sack; to demote; dismissal; sacking
7-9,面孔,miànkǒng,face
7-9,面貌,miànmào,face; features; appearance; look
7-9,苗条,miáotiao,(of a woman) slim; slender; graceful
7-9,苗头,miáotou,first signs; development (of a situation)
7-9,瞄准,miáozhǔn,"to aim; to level (a gun, camera, argument) at; to lock onto"
7-9,藐视,miǎoshì,look down on
7-9,渺小,miǎoxiǎo,minute; tiny; negligible; insignificant
7-9,庙,miào,temple; ancestral shrine; temple fair; great imperial hall; imperial
7-9,庙会,miàohuì,temple fair
7-9,蔑视,mièshì,to loathe; to despise; contempt
7-9,灭亡,mièwáng,to be destroyed; to become extinct; to perish; to die out; to destroy; to exterminate
7-9,民办,mínbàn,run by the local people; privately operated
7-9,民居,mínjū,residential buildings
7-9,民生,mínshēng,people's livelihood
7-9,民事,mínshì,civil affairs
7-9,民意,mínyì,public opinion; popular will; public will
7-9,民营,mínyíng,privately owned
7-9,民用,mínyòng,(for) civilian use
7-9,敏捷,mǐnjié,nimble; quick; shrewd
7-9,敏锐,mǐnruì,keen; sharp; acute
7-9,鸣,míng,chirp 
7-9,名次,míngcì,position in a ranking of names; place; rank
7-9,名贵,míngguì,famous and valuable; rare; precious
7-9,铭记,míngjì,to engrave in one's memory
7-9,明朗,mínglǎng,bright; clear; obvious; forthright; open-minded; bright and cheerful
7-9,名利,mínglì,fame and fortune
7-9,明媚,míngmèi,bright and beautiful
7-9,名义,míngyì,name; titular; nominal; in name; ostensible purpose
7-9,名誉,míngyù,fame; reputation; honor; honorary; emeritus (of retired professor)
7-9,明智,míngzhì,sensible; wise; judicious; sagacious
7-9,名著,míngzhù,masterpiece
7-9,命,mìng,"life; fate; order or command; to assign a name, title etc"
7-9,摸索,mōsuǒ,to feel about; to grope about; to fumble; to do things slowly
7-9,膜,mó,membrane; film
7-9,磨,mó,to rub; to grind; to polish; to sharpen; to wear down; to die out; to waste time; to pester; to insist
7-9,摩擦,mócā,friction; rubbing; chafing; fig. disharmony; conflict; also written 磨擦
7-9,魔法,mófǎ,magic
7-9,蘑菇,mógu,mushroom; to pester; to dawdle
7-9,魔鬼,móguǐ,devil
7-9,磨合,móhé,to run in
7-9,魔力,mólì,magic
7-9,磨炼,móliàn,to train
7-9,磨难,mónàn,a torment; a trial; tribulation; a cross (to bear); well-tried
7-9,魔术,móshù,magic
7-9,抹,mǒ,"to smear; to wipe; to erase; classifier for wisps of cloud, light-beams etc"
7-9,抹杀,mǒshā,to erase; to cover traces; to obliterate evidence; to expunge; to blot out; to suppress
7-9,墨,mò,"surname Mo; abbr. for 哥, Mexico; ink stick; China ink; corporal punishment consisting of tattooing characters on the victim's forehead"
7-9,莫大,mòdà,greatest; utmost
7-9,莫非,mòfēi,can it be possible that; could it be
7-9,茉莉,mòlì,jasmine
7-9,没落,mòluò,to decline; to wane
7-9,默契,mòqì,tacit understanding; mutual understanding; rapport; connected at a deep level with each other; (of team members) well coordinated; tight
7-9,漠然,mòrán,indifferent; apathetic; cold
7-9,末日,mòrì,the end of the world; doomsday
7-9,没收,mòshōu,to confiscate; to seize
7-9,谋害,móuhài,to conspire to murder; to plot against sb's life
7-9,谋划,móuhuà,plan; plot
7-9,谋求,móuqiú,to seek; to strive for
7-9,谋取,móuqǔ,to seek
7-9,谋生,móushēng,to seek one's livelihood; to work to support oneself; to earn a living
7-9,拇指,mǔzhǐ,thumb
7-9,墓,mù,grave; tomb; mausoleum
7-9,幕,mù,curtain or screen; canopy or tent; headquarters of a general; act (of a play); old variant of 幕; curtain; screen
7-9,墓碑,mùbēi,gravestone; tombstone
7-9,目不转睛,mùbùzhuǎnjīng,unable to take one's eyes off (idiom); to gaze steadily; to stare
7-9,牧场,mùchǎng,pasture; grazing land; ranch
7-9,墓地,mùdì,cemetery; graveyard
7-9,目睹,mùdǔ,to witness; to see at first hand; to see with one's own eyes
7-9,幕后,mùhòu,behind the scenes
7-9,募捐,mùjuān,to solicit contributions; to collect donations
7-9,牧民,mùmín,herdsman
7-9,木偶,mù’ǒu,puppet
7-9,沐浴,mùyù,to take a bath; to bathe; to immerse
7-9,拿手,náshǒu,expert in; good at
7-9,呐喊,nàhǎn,shout; rallying cry; cheering; to shout
7-9,纳入,nàrù,to bring into; to channel into; to integrate into; to incorporate
7-9,纳税,nàshuì,to pay taxes
7-9,纳税人,nàshuìrén,taxpayer
7-9,乃,nǎi,to be; thus; so; therefore; then; only; thereupon; variant of 乃
7-9,奶酪,nǎilào,cheese
7-9,乃至,nǎizhì,and even; to go so far as to
7-9,耐,nài,(bound form) to bear; to endure; to withstand
7-9,耐用,nàiyòng,durable
7-9,难处,nánchù,trouble; difficulty; problem
7-9,男方,nánfāng,the male side; the groom's family; the male
7-9,南瓜,nánguā,pumpkin
7-9,难关,nánguān,difficulty; crisis
7-9,难堪,nánkān,hard to take; embarrassed
7-9,难为情,nánwéiqíng,embarrassed; ashamed
7-9,脑海,nǎohǎi,the mind; the brain
7-9,恼火,nǎohuǒ,annoyed; riled; vexed
7-9,闹事,nàoshì,to cause trouble; to create a disturbance
7-9,内存,nèicún,internal storage; computer memory; random access memory (RAM)
7-9,内地,nèidì,"mainland China (PRC excluding Hong Kong and Macau, but including islands such as Hainan); Japan (used in Taiwan during Japanese colonization); inland; interior; hinterland"
7-9,内行,nèiháng,expert; adept; experienced; an expert; a professional
7-9,内幕,nèimù,inside story; non-public information; behind the scenes; internal
7-9,内向,nèixiàng,reserved (personality); introverted; (economics etc) domestic-oriented
7-9,内需,nèixū,domestic demand
7-9,内脏,nèizàng,gut
7-9,嫩,nèn,young and tender; (of food) tender; lightly cooked; (of color) light; (of a person) inexperienced; unskilled; old variant of 嫩
7-9,能耗,nénghào,energy consumption
7-9,能耐,néngnai,ability; capability
7-9,能人,néngrén,"capable person; Homo habilis, extinct species of upright East African hominid"
7-9,泥泞,nínìng,muddy
7-9,泥潭,nítán,quagmire
7-9,拟,nǐ,doubtful; suspicious; variant of 拟; to emulate; to imitate; to plan to; to draft (a plan); to assess; to compare; pseudo-
7-9,拟定,nǐdìng,to draw up; to draft; to formulate
7-9,逆,nì,contrary; opposite; backwards; to go against; to oppose; to betray; to rebel
7-9,逆境,nìjìng,adversity
7-9,匿名,nìmíng,anonymous
7-9,溺水,nìshuǐ,drown
7-9,逆行,nìxíng,to go against
7-9,黏,nián,sticky; glutinous; (Tw) to adhere; to stick on; to glue
7-9,年报,niánbào,annual report
7-9,年画,niánhuà,New Year (Spring Festival) picture
7-9,年均,niánjūn,annual average
7-9,年轮,niánlún,tree ring
7-9,年迈,niánmài,old; aged
7-9,年薪,niánxīn,annual salary
7-9,撵,niǎn,chase away; expel; move
7-9,念头,niàntou,idea; thought
7-9,娘,niáng,mother; young lady; (coll.) effeminate; variant of 娘
7-9,尿,niào,to urinate; urine
7-9,捏,niē,"to hold between the thumb and fingers; to pinch; to mold (using the fingers); to hold (lit. in one's hand and fig.); to join together; to fabricate (a story, a report, etc); variant of 捏"
7-9,拧,níng,to pinch; wring
7-9,凝固,nínggù,to freeze; to solidify; to congeal; fig. with rapt attention
7-9,凝结,níngjié,condense; coagulation
7-9,宁静,níngjìng,tranquil; tranquility; serenity
7-9,凝聚,níngjù,to condense; to coagulate; coacervation (i.e. form tiny droplets); aggregation; coherent
7-9,凝视,níngshì,to gaze at; to fix one's eyes on
7-9,拧,nǐng,mistake; to twist
7-9,宁可,nìngkě,preferably; one would prefer to...(or not to...); would rather; (would) be better to; (to pick) the lesser of two evils
7-9,纽带,niǔdài,tie; link; bond
7-9,纽扣,niǔkòu,button
7-9,扭曲,niǔqū,distort; twist
7-9,扭头,niǔtóu,to turn one's head; to turn around
7-9,扭转,niǔzhuǎn,to reverse; to turn around (an undesirable situation); (mechanics) torsion
7-9,农场,nóngchǎng,farm
7-9,农历,nónglì,the traditional Chinese calendar; the lunar calendar
7-9,浓缩,nóngsuō,to concentrate (a liquid); concentration; espresso coffee; abbr. for 意式浓缩咖啡
7-9,浓郁,nóngyù,rich; strong; heavy (fragrance); dense; full-bodied; intense
7-9,浓重,nóngzhòng,dense; thick; strong; rich (colors); heavy (aroma); deep (friendship); profound (effect)
7-9,奴隶,núlì,slave
7-9,女方,nǚfāng,the female side; the bride's family; the female
7-9,女婿,nǚxu,daughter's husband; son-in-law
7-9,暖烘烘,nuǎnhōnghōng,nice and warm; cozy; heartwarming
7-9,挪,nuó,to shift; to move
7-9,诺言,nuòyán,promise
7-9,殴打,ōudǎ,beat up; batter; thrash
7-9,呕吐,ǒutù,to vomit
7-9,拍板,pāibǎn,clapper-board; auctioneer's hammer; to beat time with clappers
7-9,拍卖,pāimài,to auction; auction sale; to sell at a reduced price
7-9,排查,páichá,to screen; to examine; to check
7-9,排斥,páichì,to exclude; to reject; to repel
7-9,排行榜,páihángbǎng,the charts (of best-sellers); table of ranking
7-9,派别,pàibié,group; sect; clique; faction; school
7-9,派遣,pàiqiǎn,to send (on a mission); to dispatch
7-9,攀,pān,to climb (by pulling oneself up); to implicate; to claim connections of higher status
7-9,攀登,pāndēng,to climb; to pull oneself up; to clamber; to scale; fig. to forge ahead in the face of hardships and danger
7-9,攀升,pānshēng,to clamber up; (of prices etc) to rise
7-9,盘算,pánsuan,to plot; to scheme; to calculate
7-9,盘旋,pánxuán,to spiral; to circle; to go around; to hover; to orbit
7-9,判,pàn,to judge; to sentence; to discriminate; to discern; clearly distinguishable
7-9,盼,pàn,to hope for; to long for; to expect
7-9,判处,pànchǔ,to sentence; to condemn
7-9,判决,pànjué,judgment (by a court of law); to pass judgment on; to sentence
7-9,叛逆,pànnì,to rebel; to revolt; a rebel
7-9,旁人,pángrén,bystander; outsider; unrelated person
7-9,螃蟹,pángxiè,crab
7-9,胖乎乎,pànghūhū,chubby; plump; chubby
7-9,抛弃,pāoqì,to abandon; to discard; to renounce; to dump (sb)
7-9,刨,páo,to dig; to excavate; (coll.) to exclude; not to count; to deduct; to subtract
7-9,炮,pào,cannon; firecracker; variant of 炮
7-9,泡沫,pàomò,foam; (soap) bubble; (economic) bubble
7-9,胚胎,pēitāi,embryo
7-9,佩戴,pèidài,to wear (on one's person)
7-9,配方,pèifāng,formula
7-9,配件,pèijiàn,component; part; fitting; accessory; replacement part
7-9,配角,pèijué,supporting role
7-9,配偶,pèi’ǒu,spouse
7-9,配音,pèiyīn,dubbing (filmmaking)
7-9,配置,pèizhì,to deploy; to allocate; configuration; allocation
7-9,喷泉,pēnquán,fountain
7-9,盆地,péndì,basin; depression (geographical)
7-9,抨击,pēngjī,to attack (verbally or in writing)
7-9,烹调,pēngtiáo,to cook
7-9,棚,péng,canopy (or awning) of reed mats, etc.
7-9,蓬勃,péngbó,vigorous; flourishing; full of vitality
7-9,澎湃,péngpài,surge; be in an upsurge; the roaring of breakers
7-9,碰钉子,pèng dīngzi,to meet with a rebuff
7-9,碰巧,pèngqiǎo,by chance; by coincidence; to happen to
7-9,劈,pī,to hack; to chop; to split open; (of lightning) to strike
7-9,批发,pīfā,wholesale; bulk trade; distribution
7-9,披露,pīlù,to reveal; to publish; to make public; to announce
7-9,批判,pīpàn,to criticize; critique
7-9,脾,pí,spleen
7-9,疲惫,píbèi,beaten; exhausted; tired
7-9,皮革,pígé,leather
7-9,疲倦,píjuàn,to tire; tired
7-9,屁股,pìgu,buttocks; bottom; butt; back part
7-9,僻静,pìjìng,lonely; secluded
7-9,媲美,pìměi,compare favorably; rival
7-9,譬如,pìrú,for example; for instance; such as
7-9,偏,piān,to lean; to slant; oblique; prejudiced; to deviate from average; to stray from the intended line; stubbornly; contrary to expectations
7-9,偏爱,piān’ài,preference
7-9,偏差,piānchā,bias; deviation
7-9,偏见,piānjiàn,prejudice; bias
7-9,偏离,piānlí,deviate from
7-9,偏旁,piānpáng,stroke of a Chinese character
7-9,偏僻,piānpì,remote; desolate; far from the city
7-9,偏偏,piānpiān,(indicates that sth turns out just the opposite of what one would wish) unfortunately; as it happened; (indicates that sth is the opposite of what would be normal or reasonable) stubbornly; contrarily; against reason; (indicates that sb or a group is singled out) precisely; only; of all people
7-9,偏向,piānxiàng,partial towards sth; to prefer; to incline; erroneous tendencies (Leftist or Revisionist deviation)
7-9,偏远,piānyuǎn,remote; far from civilization
7-9,片子,piānzi,film; movie; film reel; phonograph record; X-ray image
7-9,片段,piànduàn,fragment (of speech etc); extract (from book etc); episode (of story etc)
7-9,漂泊,piāobó,float;berth;anchor
7-9,飘浮,piāofú,float
7-9,漂浮,piāofú,float
7-9,漂流,piāoliú,drift
7-9,票房,piàofáng,box office
7-9,撇,piě,to throw; to cast; left-slanting downward brush stroke (calligraphy)
7-9,拼搏,pīnbó,to struggle; to wrestle
7-9,拼接,pīnjiē,piece together; join
7-9,拼命,pīnmìng,to do one's utmost; with all one's might; at all costs; (to work or fight) as if one's life depends on it
7-9,贫穷,pínqióng,poor; impoverished
7-9,品德,pǐndé,moral character
7-9,品位,pǐnwèi,rank; grade; quality; (aesthetic) taste
7-9,品味,pǐnwèi,taste
7-9,品行,pǐnxíng,behavior; moral conduct
7-9,聘,pìn,to engage (a teacher etc); to hire; to betroth; betrothal gift; to get married (of woman)
7-9,聘任,pìnrèn,to appoint (to a position); appointed
7-9,聘用,pìnyòng,to employ; to hire
7-9,屏蔽,píngbì,shield
7-9,平淡,píngdàn,flat; dull; ordinary; nothing special
7-9,平房,píngfáng,bungalow
7-9,平和,pínghé,"Pinghe county in Zhangzhou 州, Fujian; gentle; mild; moderate; placid"
7-9,平价,píngjià,par value; par; par-price
7-9,瓶颈,píngjǐng,neck of a bottle; (fig.) bottleneck; problem that impedes progress
7-9,平面,píngmiàn,plane (flat surface); print media
7-9,评判,píngpàn,to judge (a competition); to appraise
7-9,平日,píngrì,ordinary day; everyday; ordinarily; usually
7-9,平坦,píngtǎn,level; even; smooth; flat
7-9,评委,píngwěi,evaluation committee; judging panel; judging panel member; adjudicator (abbr. for 评选委员会委员)
7-9,平稳,píngwěn,smooth; steady
7-9,平息,píngxī,to settle (a dispute); to quieten down; to suppress
7-9,平行,píngxíng,parallel; of equal rank; simultaneous
7-9,平庸,píngyōng,mediocre
7-9,平原,píngyuán,field; plain
7-9,屏障,píngzhàng,barrier
7-9,凭证,píngzhèng,proof; certificate; receipt; voucher
7-9,颇,pō,surname Po; Taiwan pr. [Pǒ]; rather; quite; considerably; oblique; inclined; slanting; Taiwan pr. [pǒ]
7-9,破案,pò’àn,to solve a case; shabby old table
7-9,破除,pòchú,to eliminate; to do away with; to get rid of
7-9,迫害,pòhài,to persecute
7-9,破解,pòjiě,"to break (a bond, constraint etc); to explain; to unravel; to decipher; to decode; to crack (software)"
7-9,破旧,pòjiù,old and shabby
7-9,破例,pòlì,to make an exception
7-9,破灭,pòmiè,"to be shattered; to be annihilated (of hope, illusions etc)"
7-9,迫使,pòshǐ,to force; to compel
7-9,破碎,pòsuì,to smash to pieces; to shatter
7-9,扑克,pūkè,poker (game) (loanword); playing cards
7-9,铺路,pūlù,to pave (with paving stones); to lay a road; (fig.) to lay the groundwork (for sth); to give a present to sb to ensure success
7-9,菩萨,púsà,Bodhisattva (Buddhism)
7-9,谱,pǔ,chart; list; table; register; score (music); spectrum (physics); to set to music
